custId,predRevenue
80472,1.098612289
80499,1.098612289
81287,1.098612289
81480,1.098612289
83639,1.098612289
83778,1.098612289
84164,1.098612289
87199,1.098612289
89733,1.098612289
90915,1.098612289
91862,1.098612289
92666,1.098612289
92928,1.098612289
93850,1.098612289
95778,1.098612289
6361,1.386294361
9656,1.386294361
11183,1.386294361
11603,1.386294361
12833,1.386294361
19467,1.386294361
19475,1.386294361
21551,1.386294361
30384,1.386294361
31608,1.386294361
33735,1.386294361
40988,1.386294361
46259,1.386294361
47080,1.386294361
47877,1.386294361
52540,1.386294361
52884,1.386294361
52946,1.386294361
53050,1.386294361
53272,1.386294361
53887,1.386294361
53983,1.386294361
55614,1.386294361
59041,1.386294361
59205,1.386294361
60390,1.386294361
61540,1.386294361
62124,1.386294361
63179,1.386294361
64034,1.386294361
65613,1.386294361
68135,1.386294361
68298,1.386294361
73760,1.386294361
74125,1.386294361
78894,1.386294361
86248,1.386294361
90833,1.386294361
91249,1.386294361
93041,1.386294361
2243,1.609437912
3222,1.609437912
3683,1.609437912
3952,1.609437912
4296,1.609437912
6398,1.609437912
9148,1.609437912
12326,1.609437912
14421,1.609437912
16982,1.609437912
17094,1.609437912
20561,1.609437912
22584,1.609437912
22917,1.609437912
24192,1.609437912
27017,1.609437912
35341,1.609437912
37143,1.609437912
43934,1.609437912
48375,1.609437912
48759,1.609437912
50675,1.609437912
52937,1.609437912
55051,1.609437912
56193,1.609437912
61351,1.609437912
63338,1.609437912
63395,1.609437912
65000,1.609437912
67232,1.609437912
67359,1.609437912
67474,1.609437912
71558,1.609437912
73719,1.609437912
74425,1.609437912
74490,1.609437912
75235,1.609437912
75766,1.609437912
76053,1.609437912
77687,1.609437912
78102,1.609437912
78780,1.609437912
79310,1.609437912
80250,1.609437912
81433,1.609437912
81526,1.609437912
82364,1.609437912
82412,1.609437912
82496,1.609437912
83404,1.609437912
88462,1.609437912
90585,1.609437912
2995,1.791759469
5372,1.791759469
5849,1.791759469
7429,1.791759469
7968,1.791759469
8007,1.791759469
8173,1.791759469
8260,1.791759469
8332,1.791759469
8559,1.791759469
8683,1.791759469
12970,1.791759469
14045,1.791759469
21243,1.791759469
23163,1.791759469
23807,1.791759469
24770,1.791759469
26854,1.791759469
27568,1.791759469
31363,1.791759469
31763,1.791759469
36476,1.791759469
42434,1.791759469
44909,1.791759469
51545,1.791759469
54158,1.791759469
59028,1.791759469
61230,1.791759469
62907,1.791759469
64522,1.791759469
65049,1.791759469
65467,1.791759469
66183,1.791759469
67770,1.791759469
68407,1.791759469
69958,1.791759469
70786,1.791759469
72690,1.791759469
75118,1.791759469
75732,1.791759469
78192,1.791759469
80092,1.791759469
82666,1.791759469
84584,1.791759469
85489,1.791759469
85801,1.791759469
86193,1.791759469
86623,1.791759469
87613,1.791759469
88174,1.791759469
88447,1.791759469
94117,1.791759469
94186,1.791759469
94846,1.791759469
1967,1.945910149
5755,1.945910149
6055,1.945910149
8429,1.945910149
8902,1.945910149
10066,1.945910149
11287,1.945910149
13804,1.945910149
18773,1.945910149
21762,1.945910149
23293,1.945910149
29441,1.945910149
30403,1.945910149
33246,1.945910149
33964,1.945910149
34149,1.945910149
40056,1.945910149
40750,1.945910149
43105,1.945910149
45255,1.945910149
47024,1.945910149
47719,1.945910149
50338,1.945910149
50728,1.945910149
52166,1.945910149
53316,1.945910149
55701,1.945910149
58250,1.945910149
58688,1.945910149
59127,1.945910149
60030,1.945910149
61679,1.945910149
62342,1.945910149
62930,1.945910149
63767,1.945910149
64333,1.945910149
64350,1.945910149
67035,1.945910149
72492,1.945910149
76610,1.945910149
80219,1.945910149
85216,1.945910149
85478,1.945910149
85718,1.945910149
86434,1.945910149
88155,1.945910149
88943,1.945910149
91913,1.945910149
94044,1.945910149
94255,1.945910149
95062,1.945910149
96234,1.945910149
2632,2.079441542
2784,2.079441542
3803,2.079441542
3829,2.079441542
5681,2.079441542
6110,2.079441542
7173,2.079441542
11735,2.079441542
12563,2.079441542
16404,2.079441542
17557,2.079441542
18464,2.079441542
18596,2.079441542
20380,2.079441542
21668,2.079441542
23823,2.079441542
24108,2.079441542
26040,2.079441542
28199,2.079441542
31200,2.079441542
31381,2.079441542
32985,2.079441542
33388,2.079441542
33492,2.079441542
34032,2.079441542
34464,2.079441542
36153,2.079441542
36184,2.079441542
39036,2.079441542
39186,2.079441542
39378,2.079441542
40128,2.079441542
40172,2.079441542
44192,2.079441542
46113,2.079441542
46292,2.079441542
48954,2.079441542
49085,2.079441542
55525,2.079441542
55824,2.079441542
56558,2.079441542
59586,2.079441542
64889,2.079441542
67671,2.079441542
67747,2.079441542
70135,2.079441542
70725,2.079441542
71479,2.079441542
72259,2.079441542
72749,2.079441542
73928,2.079441542
75348,2.079441542
77342,2.079441542
78417,2.079441542
79159,2.079441542
79432,2.079441542
80023,2.079441542
81478,2.079441542
81704,2.079441542
82764,2.079441542
85563,2.079441542
87898,2.079441542
90140,2.079441542
90724,2.079441542
95115,2.079441542
95439,2.079441542
5042,2.197224577
8120,2.197224577
8873,2.197224577
10024,2.197224577
14222,2.197224577
15171,2.197224577
18418,2.197224577
20601,2.197224577
22150,2.197224577
24589,2.197224577
29150,2.197224577
31497,2.197224577
35293,2.197224577
36744,2.197224577
38670,2.197224577
39395,2.197224577
40310,2.197224577
44514,2.197224577
46010,2.197224577
46977,2.197224577
47769,2.197224577
49585,2.197224577
50361,2.197224577
52192,2.197224577
53205,2.197224577
53710,2.197224577
54268,2.197224577
54460,2.197224577
55838,2.197224577
57949,2.197224577
58226,2.197224577
59623,2.197224577
60118,2.197224577
64097,2.197224577
64146,2.197224577
64909,2.197224577
64993,2.197224577
66130,2.197224577
68450,2.197224577
70730,2.197224577
75769,2.197224577
78410,2.197224577
80640,2.197224577
80724,2.197224577
83502,2.197224577
84534,2.197224577
85181,2.197224577
85381,2.197224577
87039,2.197224577
87936,2.197224577
88675,2.197224577
92784,2.197224577
93792,2.197224577
94047,2.197224577
5723,2.302585093
5836,2.302585093
8770,2.302585093
9026,2.302585093
10599,2.302585093
13655,2.302585093
14892,2.302585093
15665,2.302585093
16174,2.302585093
16425,2.302585093
17645,2.302585093
18361,2.302585093
19695,2.302585093
20153,2.302585093
24884,2.302585093
28767,2.302585093
30684,2.302585093
32836,2.302585093
35729,2.302585093
36239,2.302585093
38094,2.302585093
40163,2.302585093
45365,2.302585093
47552,2.302585093
52324,2.302585093
57610,2.302585093
57865,2.302585093
58636,2.302585093
60982,2.302585093
61328,2.302585093
62927,2.302585093
63022,2.302585093
63569,2.302585093
65673,2.302585093
66735,2.302585093
68308,2.302585093
69971,2.302585093
70080,2.302585093
71844,2.302585093
75875,2.302585093
78572,2.302585093
79747,2.302585093
82855,2.302585093
84040,2.302585093
87617,2.302585093
90790,2.302585093
92916,2.302585093
94106,2.302585093
94554,2.302585093
3081,2.397895273
3679,2.397895273
6812,2.397895273
7404,2.397895273
10325,2.397895273
11373,2.397895273
15971,2.397895273
17219,2.397895273
20614,2.397895273
21386,2.397895273
22606,2.397895273
23818,2.397895273
23913,2.397895273
25570,2.397895273
31532,2.397895273
34709,2.397895273
41642,2.397895273
42948,2.397895273
43902,2.397895273
46680,2.397895273
47362,2.397895273
48227,2.397895273
48761,2.397895273
49880,2.397895273
50846,2.397895273
52019,2.397895273
53764,2.397895273
54584,2.397895273
54923,2.397895273
57548,2.397895273
62312,2.397895273
63858,2.397895273
64410,2.397895273
66622,2.397895273
67419,2.397895273
67462,2.397895273
69010,2.397895273
69580,2.397895273
72004,2.397895273
73789,2.397895273
73805,2.397895273
75811,2.397895273
76066,2.397895273
76236,2.397895273
80139,2.397895273
80573,2.397895273
83839,2.397895273
84048,2.397895273
85029,2.397895273
86852,2.397895273
89469,2.397895273
89531,2.397895273
91103,2.397895273
94322,2.397895273
94571,2.397895273
94867,2.397895273
95590,2.397895273
96019,2.397895273
1824,2.48490665
2095,2.48490665
4533,2.48490665
8105,2.48490665
9232,2.48490665
9301,2.48490665
11076,2.48490665
14295,2.48490665
17030,2.48490665
17117,2.48490665
20096,2.48490665
20856,2.48490665
23275,2.48490665
32629,2.48490665
33791,2.48490665
35290,2.48490665
36931,2.48490665
37050,2.48490665
47179,2.48490665
48417,2.48490665
48550,2.48490665
48706,2.48490665
52965,2.48490665
55759,2.48490665
63462,2.48490665
64271,2.48490665
65544,2.48490665
72683,2.48490665
74942,2.48490665
76747,2.48490665
78013,2.48490665
79893,2.48490665
85651,2.48490665
86563,2.48490665
93272,2.48490665
93930,2.48490665
94825,2.48490665
94882,2.48490665
95540,2.48490665
96201,2.48490665
13414,2.564949357
14813,2.564949357
16401,2.564949357
17780,2.564949357
17938,2.564949357
19060,2.564949357
24083,2.564949357
24363,2.564949357
25903,2.564949357
27909,2.564949357
28024,2.564949357
33082,2.564949357
35214,2.564949357
35572,2.564949357
36012,2.564949357
36059,2.564949357
36449,2.564949357
37692,2.564949357
40781,2.564949357
43540,2.564949357
44226,2.564949357
45861,2.564949357
49943,2.564949357
50584,2.564949357
53199,2.564949357
54623,2.564949357
55417,2.564949357
55623,2.564949357
56326,2.564949357
63973,2.564949357
70714,2.564949357
70721,2.564949357
72298,2.564949357
73689,2.564949357
74628,2.564949357
76284,2.564949357
79218,2.564949357
82805,2.564949357
82925,2.564949357
85458,2.564949357
88196,2.564949357
91374,2.564949357
91419,2.564949357
91649,2.564949357
92572,2.564949357
93627,2.564949357
93810,2.564949357
94737,2.564949357
94889,2.564949357
95343,2.564949357
2498,2.63905733
3480,2.63905733
6719,2.63905733
9434,2.63905733
11676,2.63905733
11789,2.63905733
16996,2.63905733
20017,2.63905733
20275,2.63905733
20987,2.63905733
24287,2.63905733
25872,2.63905733
26550,2.63905733
27437,2.63905733
36491,2.63905733
37400,2.63905733
39088,2.63905733
40580,2.63905733
41200,2.63905733
42524,2.63905733
42574,2.63905733
45224,2.63905733
49114,2.63905733
50689,2.63905733
52614,2.63905733
53438,2.63905733
53783,2.63905733
54471,2.63905733
55639,2.63905733
60864,2.63905733
61563,2.63905733
61727,2.63905733
65532,2.63905733
67383,2.63905733
69232,2.63905733
69849,2.63905733
71064,2.63905733
71258,2.63905733
73140,2.63905733
74013,2.63905733
74569,2.63905733
78313,2.63905733
80232,2.63905733
81098,2.63905733
85373,2.63905733
86505,2.63905733
88556,2.63905733
89078,2.63905733
92482,2.63905733
93650,2.63905733
94305,2.63905733
2132,2.708050201
5390,2.708050201
6196,2.708050201
9120,2.708050201
17552,2.708050201
17988,2.708050201
23909,2.708050201
24298,2.708050201
28925,2.708050201
30453,2.708050201
30726,2.708050201
32658,2.708050201
33006,2.708050201
34325,2.708050201
34351,2.708050201
36003,2.708050201
38170,2.708050201
39535,2.708050201
41466,2.708050201
42468,2.708050201
42477,2.708050201
43018,2.708050201
47132,2.708050201
48749,2.708050201
48840,2.708050201
50364,2.708050201
55016,2.708050201
56393,2.708050201
57488,2.708050201
57868,2.708050201
58496,2.708050201
58503,2.708050201
60965,2.708050201
61882,2.708050201
62086,2.708050201
66796,2.708050201
68247,2.708050201
68469,2.708050201
78315,2.708050201
84148,2.708050201
87259,2.708050201
93855,2.708050201
94638,2.708050201
11958,2.772588722
14124,2.772588722
24046,2.772588722
24795,2.772588722
28785,2.772588722
30554,2.772588722
31646,2.772588722
32355,2.772588722
33902,2.772588722
36282,2.772588722
36298,2.772588722
37365,2.772588722
40098,2.772588722
42850,2.772588722
46767,2.772588722
50124,2.772588722
54485,2.772588722
54656,2.772588722
55798,2.772588722
57321,2.772588722
57344,2.772588722
60539,2.772588722
60944,2.772588722
61770,2.772588722
64144,2.772588722
74625,2.772588722
74754,2.772588722
75249,2.772588722
75750,2.772588722
75992,2.772588722
78967,2.772588722
80348,2.772588722
84095,2.772588722
85639,2.772588722
87050,2.772588722
89503,2.772588722
91431,2.772588722
92147,2.772588722
92913,2.772588722
96044,2.772588722
2251,2.833213344
4643,2.833213344
8446,2.833213344
8532,2.833213344
8593,2.833213344
9492,2.833213344
13173,2.833213344
14198,2.833213344
15121,2.833213344
15798,2.833213344
16430,2.833213344
23329,2.833213344
25888,2.833213344
26683,2.833213344
28452,2.833213344
32783,2.833213344
35726,2.833213344
38741,2.833213344
39285,2.833213344
39800,2.833213344
48871,2.833213344
53173,2.833213344
53899,2.833213344
55622,2.833213344
57257,2.833213344
59873,2.833213344
61651,2.833213344
64108,2.833213344
64811,2.833213344
73843,2.833213344
74278,2.833213344
74595,2.833213344
75318,2.833213344
75531,2.833213344
78339,2.833213344
79752,2.833213344
82081,2.833213344
83813,2.833213344
86130,2.833213344
88310,2.833213344
88592,2.833213344
91541,2.833213344
92621,2.833213344
94462,2.833213344
95020,2.833213344
2048,2.890371758
4085,2.890371758
5255,2.890371758
12314,2.890371758
14753,2.890371758
15732,2.890371758
16822,2.890371758
22535,2.890371758
26668,2.890371758
27706,2.890371758
29818,2.890371758
30739,2.890371758
31906,2.890371758
33198,2.890371758
33238,2.890371758
33540,2.890371758
35948,2.890371758
36551,2.890371758
39281,2.890371758
43144,2.890371758
45994,2.890371758
46844,2.890371758
50788,2.890371758
54297,2.890371758
58396,2.890371758
58449,2.890371758
61529,2.890371758
64088,2.890371758
64796,2.890371758
67210,2.890371758
67937,2.890371758
69786,2.890371758
73894,2.890371758
75535,2.890371758
77270,2.890371758
80760,2.890371758
81474,2.890371758
82537,2.890371758
88719,2.890371758
91001,2.890371758
92567,2.890371758
93570,2.890371758
93611,2.890371758
4599,2.944438979
6163,2.944438979
10897,2.944438979
15761,2.944438979
19452,2.944438979
20250,2.944438979
27261,2.944438979
28956,2.944438979
31346,2.944438979
36065,2.944438979
38222,2.944438979
38657,2.944438979
40097,2.944438979
43869,2.944438979
50521,2.944438979
56501,2.944438979
56855,2.944438979
58275,2.944438979
60447,2.944438979
64787,2.944438979
67170,2.944438979
69836,2.944438979
71197,2.944438979
73530,2.944438979
75712,2.944438979
76055,2.944438979
77494,2.944438979
79524,2.944438979
82411,2.944438979
82475,2.944438979
85798,2.944438979
88578,2.944438979
89265,2.944438979
92718,2.944438979
92848,2.944438979
93329,2.944438979
95763,2.944438979
3159,2.995732274
5992,2.995732274
7599,2.995732274
9229,2.995732274
12971,2.995732274
13293,2.995732274
13908,2.995732274
18546,2.995732274
20035,2.995732274
20220,2.995732274
26416,2.995732274
27648,2.995732274
30246,2.995732274
33158,2.995732274
36117,2.995732274
36284,2.995732274
38877,2.995732274
41540,2.995732274
46310,2.995732274
48922,2.995732274
49344,2.995732274
50976,2.995732274
51330,2.995732274
51337,2.995732274
57599,2.995732274
58103,2.995732274
58351,2.995732274
63107,2.995732274
64114,2.995732274
64422,2.995732274
65866,2.995732274
67103,2.995732274
67754,2.995732274
73487,2.995732274
73941,2.995732274
77239,2.995732274
78212,2.995732274
80492,2.995732274
81168,2.995732274
83530,2.995732274
88741,2.995732274
88952,2.995732274
95853,2.995732274
12937,3.044522438
15099,3.044522438
15767,3.044522438
17676,3.044522438
19036,3.044522438
22054,3.044522438
22142,3.044522438
22968,3.044522438
23207,3.044522438
27816,3.044522438
28224,3.044522438
28658,3.044522438
28738,3.044522438
30021,3.044522438
30547,3.044522438
33138,3.044522438
34344,3.044522438
34640,3.044522438
35244,3.044522438
36430,3.044522438
37003,3.044522438
37188,3.044522438
37547,3.044522438
41917,3.044522438
42459,3.044522438
47085,3.044522438
49473,3.044522438
53059,3.044522438
53350,3.044522438
53432,3.044522438
55073,3.044522438
59362,3.044522438
60618,3.044522438
61235,3.044522438
63713,3.044522438
67736,3.044522438
68160,3.044522438
69820,3.044522438
70563,3.044522438
71122,3.044522438
75782,3.044522438
76319,3.044522438
81330,3.044522438
83546,3.044522438
86319,3.044522438
87910,3.044522438
88455,3.044522438
90174,3.044522438
90672,3.044522438
91290,3.044522438
93439,3.044522438
94089,3.044522438
95750,3.044522438
5026,3.091042453
5088,3.091042453
7207,3.091042453
9116,3.091042453
9665,3.091042453
11967,3.091042453
12409,3.091042453
15601,3.091042453
19174,3.091042453
22199,3.091042453
22307,3.091042453
23327,3.091042453
25148,3.091042453
25287,3.091042453
26032,3.091042453
26048,3.091042453
28191,3.091042453
29743,3.091042453
30740,3.091042453
31352,3.091042453
31541,3.091042453
33241,3.091042453
36447,3.091042453
38704,3.091042453
43161,3.091042453
45657,3.091042453
46161,3.091042453
50630,3.091042453
51036,3.091042453
53248,3.091042453
63323,3.091042453
64858,3.091042453
69408,3.091042453
70529,3.091042453
70766,3.091042453
72684,3.091042453
73037,3.091042453
75105,3.091042453
78198,3.091042453
81603,3.091042453
82620,3.091042453
84822,3.091042453
85508,3.091042453
87944,3.091042453
95987,3.091042453
8716,3.135494216
11412,3.135494216
13593,3.135494216
14155,3.135494216
16908,3.135494216
25605,3.135494216
28474,3.135494216
31429,3.135494216
34030,3.135494216
34997,3.135494216
35519,3.135494216
36080,3.135494216
37455,3.135494216
38576,3.135494216
40261,3.135494216
40622,3.135494216
41299,3.135494216
41587,3.135494216
42055,3.135494216
42141,3.135494216
42858,3.135494216
45376,3.135494216
45811,3.135494216
46191,3.135494216
47038,3.135494216
50484,3.135494216
52459,3.135494216
56581,3.135494216
56814,3.135494216
57347,3.135494216
60820,3.135494216
62136,3.135494216
62514,3.135494216
71120,3.135494216
77709,3.135494216
78414,3.135494216
79321,3.135494216
80349,3.135494216
83209,3.135494216
83987,3.135494216
84185,3.135494216
85106,3.135494216
86503,3.135494216
86697,3.135494216
86900,3.135494216
87859,3.135494216
88283,3.135494216
89889,3.135494216
91008,3.135494216
91280,3.135494216
91300,3.135494216
94329,3.135494216
7424,3.17805383
8063,3.17805383
8427,3.17805383
13057,3.17805383
13072,3.17805383
15069,3.17805383
15920,3.17805383
16890,3.17805383
17829,3.17805383
19264,3.17805383
24863,3.17805383
29290,3.17805383
30272,3.17805383
31415,3.17805383
34538,3.17805383
36688,3.17805383
37098,3.17805383
38550,3.17805383
39482,3.17805383
44116,3.17805383
44469,3.17805383
44882,3.17805383
45200,3.17805383
48276,3.17805383
48696,3.17805383
49062,3.17805383
51475,3.17805383
52093,3.17805383
52352,3.17805383
52795,3.17805383
62196,3.17805383
67633,3.17805383
71127,3.17805383
72730,3.17805383
72790,3.17805383
73137,3.17805383
73525,3.17805383
73635,3.17805383
76737,3.17805383
79955,3.17805383
83245,3.17805383
87321,3.17805383
89929,3.17805383
91416,3.17805383
92589,3.17805383
92703,3.17805383
94557,3.17805383
2621,3.218875825
4117,3.218875825
6312,3.218875825
6649,3.218875825
7158,3.218875825
7302,3.218875825
12655,3.218875825
15905,3.218875825
18448,3.218875825
18797,3.218875825
19360,3.218875825
28743,3.218875825
36185,3.218875825
42376,3.218875825
44062,3.218875825
44070,3.218875825
44802,3.218875825
47301,3.218875825
49455,3.218875825
49496,3.218875825
51767,3.218875825
53096,3.218875825
59319,3.218875825
60208,3.218875825
60681,3.218875825
65938,3.218875825
66319,3.218875825
66366,3.218875825
67018,3.218875825
67320,3.218875825
69021,3.218875825
71614,3.218875825
72075,3.218875825
72449,3.218875825
80008,3.218875825
80514,3.218875825
82826,3.218875825
84780,3.218875825
86637,3.218875825
88381,3.218875825
88885,3.218875825
92516,3.218875825
94603,3.218875825
2027,3.258096538
5489,3.258096538
7213,3.258096538
12377,3.258096538
12954,3.258096538
15386,3.258096538
15401,3.258096538
15827,3.258096538
17595,3.258096538
19116,3.258096538
22360,3.258096538
26064,3.258096538
26435,3.258096538
26927,3.258096538
29618,3.258096538
29635,3.258096538
33379,3.258096538
33649,3.258096538
34040,3.258096538
36738,3.258096538
37203,3.258096538
38880,3.258096538
39110,3.258096538
39303,3.258096538
39546,3.258096538
39603,3.258096538
39679,3.258096538
40996,3.258096538
41745,3.258096538
44519,3.258096538
46148,3.258096538
47131,3.258096538
50672,3.258096538
52432,3.258096538
53875,3.258096538
54559,3.258096538
54958,3.258096538
55749,3.258096538
56448,3.258096538
56473,3.258096538
56966,3.258096538
57196,3.258096538
57549,3.258096538
64246,3.258096538
67889,3.258096538
69132,3.258096538
70145,3.258096538
71838,3.258096538
74617,3.258096538
76357,3.258096538
78706,3.258096538
78940,3.258096538
80745,3.258096538
81017,3.258096538
82815,3.258096538
83520,3.258096538
83983,3.258096538
85893,3.258096538
87648,3.258096538
89271,3.258096538
94265,3.258096538
4592,3.295836866
10521,3.295836866
10982,3.295836866
13615,3.295836866
13634,3.295836866
14472,3.295836866
15526,3.295836866
18173,3.295836866
22563,3.295836866
24273,3.295836866
26300,3.295836866
27856,3.295836866
36277,3.295836866
37629,3.295836866
39781,3.295836866
42012,3.295836866
42336,3.295836866
44204,3.295836866
46913,3.295836866
48926,3.295836866
50059,3.295836866
51244,3.295836866
55389,3.295836866
57315,3.295836866
58807,3.295836866
66773,3.295836866
71548,3.295836866
72106,3.295836866
76478,3.295836866
77006,3.295836866
77335,3.295836866
80378,3.295836866
80625,3.295836866
85035,3.295836866
88893,3.295836866
89208,3.295836866
90558,3.295836866
94823,3.295836866
95565,3.295836866
95755,3.295836866
3733,3.33220451
3870,3.33220451
4393,3.33220451
6308,3.33220451
6903,3.33220451
8691,3.33220451
9095,3.33220451
10788,3.33220451
12598,3.33220451
15629,3.33220451
15655,3.33220451
16472,3.33220451
17025,3.33220451
22713,3.33220451
30320,3.33220451
34764,3.33220451
36484,3.33220451
37467,3.33220451
39426,3.33220451
40611,3.33220451
40906,3.33220451
43501,3.33220451
48042,3.33220451
50385,3.33220451
51842,3.33220451
53987,3.33220451
55603,3.33220451
61523,3.33220451
61795,3.33220451
63971,3.33220451
65064,3.33220451
66641,3.33220451
68821,3.33220451
75795,3.33220451
77885,3.33220451
78342,3.33220451
81049,3.33220451
88552,3.33220451
88757,3.33220451
93328,3.33220451
3251,3.36729583
3458,3.36729583
6545,3.36729583
7942,3.36729583
9722,3.36729583
12404,3.36729583
14644,3.36729583
17670,3.36729583
19295,3.36729583
19702,3.36729583
20477,3.36729583
22402,3.36729583
27022,3.36729583
28102,3.36729583
31128,3.36729583
33251,3.36729583
33807,3.36729583
34483,3.36729583
37177,3.36729583
38451,3.36729583
39389,3.36729583
43303,3.36729583
46841,3.36729583
48455,3.36729583
49623,3.36729583
53602,3.36729583
58298,3.36729583
58836,3.36729583
62617,3.36729583
62751,3.36729583
63294,3.36729583
63785,3.36729583
69904,3.36729583
70478,3.36729583
74999,3.36729583
75056,3.36729583
75784,3.36729583
77364,3.36729583
77409,3.36729583
80850,3.36729583
89505,3.36729583
89565,3.36729583
92458,3.36729583
92638,3.36729583
92710,3.36729583
93797,3.36729583
94879,3.36729583
3898,3.401197382
5096,3.401197382
6932,3.401197382
7004,3.401197382
10027,3.401197382
11446,3.401197382
13705,3.401197382
13884,3.401197382
14755,3.401197382
15478,3.401197382
17077,3.401197382
19550,3.401197382
20847,3.401197382
23487,3.401197382
24483,3.401197382
27122,3.401197382
31747,3.401197382
32066,3.401197382
34672,3.401197382
35315,3.401197382
38871,3.401197382
40046,3.401197382
40940,3.401197382
41615,3.401197382
41939,3.401197382
42870,3.401197382
42953,3.401197382
43913,3.401197382
46269,3.401197382
47845,3.401197382
50186,3.401197382
50417,3.401197382
50866,3.401197382
51930,3.401197382
52013,3.401197382
53237,3.401197382
53489,3.401197382
61330,3.401197382
61588,3.401197382
63398,3.401197382
69270,3.401197382
70445,3.401197382
70495,3.401197382
71871,3.401197382
76636,3.401197382
76831,3.401197382
79756,3.401197382
83345,3.401197382
86477,3.401197382
86820,3.401197382
90022,3.401197382
90032,3.401197382
90497,3.401197382
91380,3.401197382
93533,3.401197382
95288,3.401197382
2875,3.433987204
3284,3.433987204
4995,3.433987204
5526,3.433987204
7435,3.433987204
7458,3.433987204
8972,3.433987204
9082,3.433987204
14377,3.433987204
15052,3.433987204
16013,3.433987204
21239,3.433987204
22297,3.433987204
22432,3.433987204
23808,3.433987204
27960,3.433987204
28780,3.433987204
31679,3.433987204
37038,3.433987204
42480,3.433987204
43452,3.433987204
44919,3.433987204
45645,3.433987204
46761,3.433987204
50334,3.433987204
52505,3.433987204
53091,3.433987204
54511,3.433987204
56440,3.433987204
58766,3.433987204
61907,3.433987204
62005,3.433987204
66034,3.433987204
69403,3.433987204
70567,3.433987204
74373,3.433987204
82224,3.433987204
85099,3.433987204
87882,3.433987204
90759,3.433987204
95598,3.433987204
3242,3.465735903
12359,3.465735903
21438,3.465735903
21752,3.465735903
23166,3.465735903
24588,3.465735903
24736,3.465735903
25455,3.465735903
25483,3.465735903
25574,3.465735903
25836,3.465735903
29797,3.465735903
32079,3.465735903
32512,3.465735903
34680,3.465735903
38271,3.465735903
39376,3.465735903
41619,3.465735903
41972,3.465735903
43795,3.465735903
43966,3.465735903
44809,3.465735903
46285,3.465735903
50623,3.465735903
52344,3.465735903
52574,3.465735903
58564,3.465735903
62534,3.465735903
65189,3.465735903
70071,3.465735903
79413,3.465735903
80566,3.465735903
86220,3.465735903
86883,3.465735903
87868,3.465735903
88677,3.465735903
89475,3.465735903
90397,3.465735903
93308,3.465735903
95947,3.465735903
96122,3.465735903
9269,3.496507561
9270,3.496507561
10384,3.496507561
11881,3.496507561
13101,3.496507561
13861,3.496507561
18812,3.496507561
19416,3.496507561
20964,3.496507561
21906,3.496507561
24897,3.496507561
27363,3.496507561
29965,3.496507561
30820,3.496507561
31022,3.496507561
33056,3.496507561
35262,3.496507561
35288,3.496507561
36120,3.496507561
40164,3.496507561
40802,3.496507561
45437,3.496507561
47442,3.496507561
49952,3.496507561
51091,3.496507561
52636,3.496507561
52964,3.496507561
53976,3.496507561
54702,3.496507561
58434,3.496507561
58885,3.496507561
60951,3.496507561
64911,3.496507561
65144,3.496507561
70661,3.496507561
71437,3.496507561
73243,3.496507561
74331,3.496507561
80644,3.496507561
81863,3.496507561
83844,3.496507561
87683,3.496507561
90821,3.496507561
91843,3.496507561
